sample_id,audio_duration,duration_group,mode,ttft_ms,asr_time_ms,llm_prefill_time_ms,error
multiwoz_PMUL2175_turn4,34.33,very_long,streaming,1095.76,1005.38,90.38,
multiwoz_PMUL2175_turn4,34.33,very_long,non-streaming,2922.10,2856.11,65.99,
multiwoz_MUL0789_turn3,34.46,very_long,streaming,1525.94,1441.07,84.88,
multiwoz_MUL0789_turn3,34.46,very_long,non-streaming,2997.76,2932.25,65.51,
multiwoz_PMUL1904_turn4,34.73,very_long,streaming,1679.34,1586.67,92.67,
multiwoz_PMUL1904_turn4,34.73,very_long,non-streaming,2863.53,2794.55,68.98,
crosswoz_9173_turn3,34.78,very_long,streaming,1580.47,1492.78,87.69,
crosswoz_9173_turn3,34.78,very_long,non-streaming,3281.00,3232.04,48.96,
multiwoz_MUL1001_turn3,34.98,very_long,streaming,1361.75,1248.81,112.93,
multiwoz_MUL1001_turn3,34.98,very_long,non-streaming,3612.01,3546.43,65.58,
multiwoz_PMUL4885_turn4,35.10,very_long,streaming,1300.72,1205.95,94.77,
multiwoz_PMUL4885_turn4,35.10,very_long,non-streaming,3094.75,3025.52,69.24,
multiwoz_MUL0084_turn4,35.24,very_long,streaming,1495.32,1408.53,86.80,
multiwoz_MUL0084_turn4,35.24,very_long,non-streaming,3267.42,3197.82,69.60,
multiwoz_PMUL1745_turn4,35.31,very_long,streaming,1413.31,1279.32,133.98,
multiwoz_PMUL1745_turn4,35.31,very_long,non-streaming,3194.59,3125.01,69.58,
crosswoz_8907_turn3,35.33,very_long,streaming,1423.94,1330.33,93.61,
crosswoz_8907_turn3,35.33,very_long,non-streaming,3430.25,3384.80,45.45,
crosswoz_11893_turn3,35.43,very_long,streaming,2040.11,1956.50,83.61,
crosswoz_11893_turn3,35.43,very_long,non-streaming,3518.97,3470.99,47.98,
crosswoz_11592_turn2,35.79,very_long,streaming,1480.61,1362.51,118.09,
crosswoz_11592_turn2,35.79,very_long,non-streaming,3556.19,3483.04,73.15,
crosswoz_11613_turn4,36.11,very_long,streaming,1781.67,1693.93,87.74,
crosswoz_11613_turn4,36.11,very_long,non-streaming,3593.90,3528.45,65.46,
multiwoz_MUL0874_turn4,36.43,very_long,streaming,2546.86,2420.99,125.87,
multiwoz_MUL0874_turn4,36.43,very_long,non-streaming,3068.72,2999.55,69.17,
multiwoz_MUL1353_turn3,36.54,very_long,streaming,1739.82,1655.38,84.45,
multiwoz_MUL1353_turn3,36.54,very_long,non-streaming,3093.76,3024.82,68.94,
crosswoz_9577_turn3,36.69,very_long,streaming,1664.03,1580.65,83.38,
crosswoz_9577_turn3,36.69,very_long,non-streaming,3806.57,3760.10,46.47,
multiwoz_MUL2174_turn4,36.72,very_long,streaming,1465.02,1313.83,151.19,
multiwoz_MUL2174_turn4,36.72,very_long,non-streaming,3042.48,2974.93,67.56,
crosswoz_7310_turn3,36.76,very_long,streaming,2000.75,1915.57,85.18,
crosswoz_7310_turn3,36.76,very_long,non-streaming,3727.66,3657.85,69.81,
multiwoz_PMUL2034_turn3,36.79,very_long,streaming,1576.46,1478.59,97.87,
multiwoz_PMUL2034_turn3,36.79,very_long,non-streaming,2983.01,2913.00,70.01,
crosswoz_12299_turn3,36.83,very_long,streaming,2091.71,1993.52,98.20,
crosswoz_12299_turn3,36.83,very_long,non-streaming,3676.51,3607.28,69.23,
multiwoz_PMUL3103_turn4,36.85,very_long,streaming,3360.65,3239.79,120.86,
multiwoz_PMUL3103_turn4,36.85,very_long,non-streaming,3129.79,3060.74,69.05,
multiwoz_PMUL2319_turn3,37.38,very_long,streaming,1223.33,1134.48,88.85,
multiwoz_PMUL2319_turn3,37.38,very_long,non-streaming,2955.80,2886.39,69.41,
crosswoz_9956_turn5,37.65,very_long,streaming,1527.05,1402.70,124.35,
crosswoz_9956_turn5,37.65,very_long,non-streaming,3803.35,3736.68,66.67,
multiwoz_MUL2018_turn4,37.65,very_long,streaming,1214.96,1131.67,83.29,
multiwoz_MUL2018_turn4,37.65,very_long,non-streaming,2940.73,2871.57,69.17,
crosswoz_10574_turn4,37.76,very_long,streaming,1685.57,1575.32,110.25,
crosswoz_10574_turn4,37.76,very_long,non-streaming,3672.28,3606.80,65.47,
multiwoz_MUL0069_turn4,37.78,very_long,streaming,1231.62,1147.21,84.40,
multiwoz_MUL0069_turn4,37.78,very_long,non-streaming,2810.91,2745.47,65.44,
crosswoz_9394_turn3,37.83,very_long,streaming,1426.69,1330.53,96.16,
crosswoz_9394_turn3,37.83,very_long,non-streaming,3696.85,3631.60,65.26,
